id	chr	start	end	tss
RHNO1	12	2985424	2998626	2985424
RHO	3	129247483	129254012	129247483
RHOA	3	49396578	49450431	49450431
RHOB	2	20646835	20649200	20646835
RHOBTB1	10	62629196	62761198	62761198
RHOBTB2	8	22844930	22877712	22844930
RHOBTB3	5	95049226	95160087	95049226
RHOC	1	113243728	113250056	113250056
RHOD	11	66824289	66839484	66824289
RHOF	12	122215664	122241309	122241309
RHOG	11	3848208	3862213	3862213
RHOH	4	40192673	40248587	40192673
RHOJ	14	63670832	63759937	63670832
RHOQ	2	46768945	46810260	46768945
RHOT1	17	30469473	30580393	30469473
RHOT2	16	718086	724174	718086
RHOU	1	228870824	228882416	228870824
RHOV	15	41164412	41166487	41166487
RHOXF1	X	119243011	119249847	119249847
RHOXF2	X	119292467	119297945	119292467
RHOXF2B	X	119205848	119211707	119211707
RHPN1	8	144451057	144466390	144451057
RHPN2	19	33469499	33555794	33555794
RIBC1	X	53449639	53458059	53449639
RIBC2	22	45809572	45828376	45809572
RIC3	11	8127597	8190602	8190602
RIC8A	11	207511	215113	207511
RIC8B	12	107168373	107283090	107168373
RICTOR	5	38938021	39074510	39074510
RIF1	2	152266397	152364527	152266397
RIIAD1	1	151682909	151702281	151682909
RILP	17	1549444	1553371	1553371
RILPL1	12	123955925	124018265	124018265
RILPL2	12	123899936	123921264	123921264
RIMBP2	12	130880682	131200826	131200826
RIMBP3	22	20456003	20461786	20461786
RIMBP3B	22	21737663	21743446	21737663
RIMBP3C	22	21899646	21905750	21905750
RIMKLA	1	42846466	42888249	42846466
RIMKLB	12	8834196	8935691	8834287
RIMS1	6	72596406	73112845	72596406
RIMS2	8	104512976	105268322	104512976
RIMS3	1	41086351	41131329	41131329
RIMS4	20	43380449	43438979	43438979
RIN1	11	66097713	66104311	66104311
RIN2	20	19867165	19983101	19867165
RIN3	14	92980118	93155339	92980118
RING1	6	33176272	33180499	33176272
RINL	19	39358470	39368919	39368919
RINT1	7	105172532	105208124	105172532
RIOK1	6	7389729	7418270	7389729
RIOK2	5	96496571	96518964	96518964
RIOK3	18	21032787	21066567	21032787
RIPK1	6	3064225	3115421	3064225
RIPK2	8	90769975	90803291	90769975
RIPK3	14	24805227	24809251	24809251
RIPK4	21	43159529	43187266	43187266
RIPPLY1	X	106143293	106146565	106146565
RIPPLY2	6	84562985	84567234	84562985
RIPPLY3	21	38378450	38391959	38378450
RIT1	1	155867599	155881195	155881195
RIT2	18	40323192	40695657	40695657
RITA1	12	113623331	113630173	113623331
RLBP1	15	89753100	89764982	89764982
RLF	1	40627045	40706593	40627045
RLIM	X	73805052	73834452	73834452
RLN1	9	5334969	5339873	5339873
RLN2	9	5299868	5304969	5304969
RLN3	19	14138960	14141854	14138960
RLTPR	16	67678822	67691472	67678822
RMDN1	8	87480486	87526586	87526586
RMDN2	2	38150330	38294285	38150330
RMDN3	15	41028082	41048049	41048049
RMI1	9	86595626	86618985	86595626
RMI2	16	11343476	11445619	11343506
RMND1	6	151725989	151773259	151773259
RMND5A	2	86947296	87005164	86947296
RMND5B	5	177557997	177577566	177557997
RNASE1	14	21269387	21271437	21271437
RNASE10	14	20973696	20979328	20973696
RNASE11	14	21051054	21078043	21078043
RNASE12	14	21058352	21058982	21058982
RNASE13	14	21500979	21502944	21502944
RNASE2	14	21423611	21424595	21423611
RNASE3	14	21359558	21360507	21359558
RNASE4	14	21152259	21168761	21152259
RNASE6	14	21249210	21250626	21249210
RNASE7	14	21510385	21512393	21510385
RNASE8	14	21525981	21526614	21525981
RNASE9	14	21024252	21029090	21029090
RNASEH1	2	3592383	3606206	3606206
RNASEH2A	19	12917394	12924452	12917394
RNASEH2B	13	51483814	51544592	51483814
RNASEH2C	11	65482367	65488418	65488418
RNASEK	17	6915736	6917851	6915736
RNASEK-C17orf49	17	6915954	6920839	6917052
RNASEL	1	182542769	182558391	182558391
RNASET2	6	167342992	167370679	167370672
RND1	12	49250928	49259681	49259681
RND2	17	41177258	41184057	41177258
RND3	2	151324709	151395525	151395525
RNF10	12	120971283	121015397	120971283
RNF103	2	86830516	86850989	86850989
RNF103-CHMP3	2	86732791	86948245	86948245
RNF11	1	51701943	51739127	51701943
RNF111	15	59157374	59389618	59157374
RNF112	17	19314438	19320589	19314438
RNF113A	X	119004497	119005791	119005791
RNF113B	13	98828039	98829519	98829519
RNF114	20	48552948	48570429	48552948
RNF115	1	145611036	145696218	145611036
RNF121	11	71639747	71708643	71639747
RNF122	8	33405273	33424643	33424643
RNF123	3	49726932	49758962	49726932
RNF125	18	29598335	29653176	29598335
RNF126	19	647526	663277	663277
RNF128	X	105937024	106040223	105937024
RNF13	3	149530495	149679926	149530495
RNF130	5	179338651	179499118	179499118
RNF133	7	122337766	122339210	122339210
RNF135	17	29295803	29326929	29295803
RNF138	18	29671818	29711524	29671818
RNF139	8	125486979	125500155	125486979
RNF14	5	141337893	141369856	141337893
RNF141	11	10533225	10562777	10562777
RNF144A	2	7057523	7208417	7057523
RNF144B	6	18368779	18469105	18368779
RNF145	5	158584417	158637061	158637061
RNF146	6	127587755	127609712	127587755
RNF148	7	122341718	122343021	122343021
RNF149	2	101887681	101925163	101925163
RNF150	4	141780961	142134031	142134031
RNF151	16	2016824	2018976	2016824
RNF152	18	59475296	59561480	59561480
RNF157	17	74138534	74236454	74236454
RNF165	18	43906772	44043103	43906772
RNF166	16	88762903	88772829	88772829
RNF167	17	4843303	4848517	4843303
RNF168	3	196195654	196230639	196230639
RNF169	11	74459913	74553458	74459913
RNF17	13	25338290	25454059	25338290
RNF170	8	42704780	42752433	42752433
RNF175	4	154631277	154681387	154681387
RNF180	5	63461671	63668696	63461671
RNF181	2	85822848	85824736	85822848
RNF182	6	13924677	13980533	13924677
RNF183	9	116059373	116065656	116065656
RNF185	22	31556168	31603005	31556168
RNF186	1	20140523	20141771	20141771
RNF187	1	228674762	228683467	228674762
RNF19A	8	101269288	101348446	101348446
RNF19B	1	33402046	33430286	33430286
RNF2	1	185014496	185071740	185014496
RNF20	9	104296133	104325622	104296133
RNF207	1	6265535	6281359	6266189
RNF208	9	140114707	140116033	140116033
RNF212	4	1050038	1107350	1107350
RNF213	17	78234665	78372586	78234665
RNF214	11	117103341	117157161	117103341
RNF215	22	30773835	30817760	30817760
RNF216	7	5659678	5821370	5821370
RNF217	6	125283691	125413779	125283691
RNF219	13	79188426	79233314	79233314
RNF220	1	44870866	45117396	44870866
RNF222	17	8294022	8301144	8301144
RNF223	1	1006346	1009687	1009687
RNF224	9	140122018	140124090	140122018
RNF24	20	3907956	3996229	3996229
RNF25	2	219528587	219537134	219537134
RNF26	11	119205237	119208023	119205237
RNF31	14	24615892	24629870	24615892
RNF32	7	156432975	156469824	156432975
RNF34	12	121837844	121868389	121837844
RNF38	9	36336393	36487545	36487545
RNF39	6	30038043	30043664	30043664
RNF4	4	2463947	2627047	2463947
RNF40	16	30773066	30787628	30773066
RNF41	12	56598285	56615717	56615717
RNF43	17	56429861	56494956	56494956
RNF44	5	175953698	175965026	175965026
RNF5	6	32146131	32151930	32146131
RNF6	13	26706253	26796791	26796791
RNF7	3	141457046	141466402	141457046
RNF8	6	37321748	37362514	37321748
RNFT1	17	58029601	58042122	58042122
RNFT2	12	117176096	117291436	117176096
RNGTT	6	89319985	89673348	89673348
RNH1	11	494512	507300	507300
RNLS	10	90033621	90344287	90344287
RNMT	18	13726659	13764557	13726659
RNMTL1	17	685513	695749	685513
RNPC3	1	104068313	104097861	104068313
RNPEP	1	201951500	201975275	201951500
RNPEPL1	2	241505221	241520789	241505221
RNPS1	16	2303117	2318413	2318413
ROBO1	3	78646390	79816965	79816965
ROBO2	3	75955846	77699115	75955846
ROBO3	11	124735282	124751366	124735282
ROBO4	11	124753587	124768396	124768396
ROCK1	18	18526867	18691812	18691812
ROCK2	2	11319887	11488456	11488456
ROGDI	16	4846969	4852951	4852951
ROM1	11	62379194	62382592	62379194
ROMO1	20	34287194	34288906	34287194
ROPN1	3	123687368	123711025	123711025
ROPN1B	3	125687987	125702297	125687987
ROPN1L	5	10441636	10472141	10441636
ROR1	1	64239693	64647181	64239693
ROR2	9	94325373	94712444	94712444
RORA	15	60780483	61521518	61521518
RORB	9	77112281	77308093	77112281
RORC	1	151778547	151804348	151804348
ROS1	6	117609463	117747018	117747018
RP1	8	55528627	55543394	55528627
RP1L1	8	10463859	10569697	10569697
RP2	X	46696375	46741793	46696375
RP9	7	33134409	33149013	33149002
RPA1	17	1732996	1803376	1732996
RPA2	1	28218035	28241257	28241257
RPA3	7	7676149	7758238	7758238
RPA3-AS1	7	7680342	8043689	7680342
RPA4	X	96138907	96140446	96138907
RPAIN	17	5322961	5336196	5322961
RPAP1	15	41809374	41836467	41836467
RPAP2	1	92764522	92867613	92764522
RPAP3	12	48057070	48099844	48099844
RPE	2	210867289	210886300	210867289
RPE65	1	68894505	68915642	68915642
RPEL1	10	105005644	105007773	105005644
RPF1	1	84944942	84963473	84944942
RPF2	6	111303218	111349466	111303218
RPGR	X	38128416	38186817	38186817
RPGRIP1	14	21756098	21819460	21756098
RPGRIP1L	16	53631595	53737850	53737850
RPH3A	12	113008184	113336686	113008184
RPH3AL	17	62293	236045	236045
RPIA	2	88991162	89050452	88991162
RPL10	X	153618315	153637504	153625495
RPL10A	6	35436185	35438562	35436185
RPL10L	14	47120222	47121028	47121028
RPL11	1	24018269	24022915	24018269
RPL12	9	130209953	130213684	130213684
RPL13	16	89627065	89630950	89627065
RPL13A	19	49990811	49995565	49990811
RPL14	3	40498783	40503861	40498783
RPL15	3	23958036	23965183	23958036
RPL17	18	47014851	47018906	47018906
RPL17-C18orf32	18	47008051	47017956	47017956
RPL18	19	49118585	49122793	49122793
RPL18A	19	17970685	17974962	17970685
RPL19	17	37356536	37360980	37356536
RPL21	13	27825446	27830828	27825446
RPL22	1	6241329	6269449	6269449
RPL22L1	3	170582664	170588272	170588272
RPL23	17	37004118	37010096	37010096
RPL23A	17	27046411	27051377	27046411
RPL24	3	101399935	101405626	101405626
RPL26	17	8280838	8286531	8286531
RPL26L1	5	172385732	172396774	172385732
RPL27	17	41150290	41154976	41150290
RPL27A	11	8703958	8736306	8703958
RPL28	19	55896713	55914612	55896713
RPL29	3	52027616	52029958	52029958
RPL3	22	39708887	39716394	39716394
RPL30	8	99037079	99058697	99058697
RPL31	2	101618177	101640494	101618177
RPL32	3	12875984	12883087	12883087
RPL34	4	109541722	109551568	109541722
RPL35	9	127620159	127624260	127624240
RPL35A	3	197676858	197683481	197676858
RPL36	19	5674958	5691887	5674958
RPL36A	X	100645812	100651105	100645812
RPL36A-HNRNPH2	X	100645999	100667285	100645999
RPL36AL	14	50085237	50087403	50087403
RPL37	5	40825364	40835437	40835437
RPL37A	2	217362912	217443903	217362912
RPL38	17	72199721	72206794	72199721
RPL39	X	118920467	118925606	118925606
RPL39L	3	186838736	186898696	186898696
RPL3L	16	1993975	2007607	2007607
RPL4	15	66790355	66816870	66816870
RPL41	12	56510370	56511727	56510370
RPL5	1	93297582	93307481	93297582
RPL6	12	112842994	112856642	112856642
RPL7	8	74202506	74208024	74208024
RPL7A	9	136215069	136218281	136215069
RPL7L1	6	42847356	42857663	42847356
RPL8	8	146015150	146017972	146017972
RPL9	4	39455744	39460568	39460568
RPLP0	12	120634489	120639038	120639038
RPLP1	15	69745123	69748255	69745123
RPLP2	11	809647	812880	809647
RPN1	3	128338817	128399918	128399918
RPN2	20	35806813	35870022	35806813
RPP14	3	58291974	58310422	58291974
RPP21	6	30312908	30314661	30312908
RPP25	15	75246757	75249805	75249805
RPP25L	9	34610483	34612101	34612101
RPP30	10	92631473	92668312	92631473
RPP38	10	15139179	15181817	15139179
RPP40	6	4994966	5004297	5004281
RPRD1A	18	33564350	33647539	33647539
RPRD1B	20	36661948	36720768	36661948
RPRD2	1	150335567	150449042	150335567
RPRM	2	154333852	154335322	154335322
RPRML	17	45055523	45056614	45056614
RPS10	6	34385231	34393902	34393902
RPS10-NUDT3	6	34256547	34393825	34393825
RPS11	19	49999622	50002946	49999631
RPS12	6	133135580	133138703	133135580
RPS13	11	17095936	17099334	17099334
RPS14	5	149822753	149829319	149829319
RPS15	19	1438358	1440583	1438358
RPS15A	16	18792617	18801705	18801705
RPS16	19	39923847	39926588	39926588
RPS17	15	82821158	82824972	82824972
RPS17L	15	83205504	83209315	83209315
RPS18	6	33239787	33244287	33239787
RPS19	19	42363988	42376994	42363988
RPS19BP1	22	39925098	39928860	39928860
RPS2	16	2012053	2014861	2014861
RPS20	8	56979854	56987069	56987069
RPS21	20	60962172	60963576	60962172
RPS23	5	81569177	81574396	81574396
RPS24	10	79793518	79816570	79793518
RPS25	11	118886422	118889401	118889400
RPS26	12	56435637	56438116	56435637
RPS27	1	153963235	153964626	153963235
RPS27A	2	55459039	55462989	55459039
RPS27L	15	63418071	63450220	63450220
RPS28	19	8386042	8388224	8386384
RPS29	14	50043390	50065408	50065408
RPS3	11	75110530	75133324	75110530
RPS3A	4	152020725	152025804	152020725
RPS4X	X	71475529	71497150	71497150
RPS4Y1	Y	2709527	2800041	2709527
RPS4Y2	Y	22918050	22942918	22918050
RPS5	19	58897767	58906173	58897767
RPS6	9	19375713	19380252	19380252
RPS6KA1	1	26856252	26901521	26856252
RPS6KA2	6	166822852	167319939	167319939
RPS6KA3	X	20168029	20285523	20285523
RPS6KA4	11	64126620	64139687	64126620
RPS6KA5	14	91336799	91526980	91526980
RPS6KA6	X	83318984	83442933	83442933
RPS6KB1	17	57970447	58027925	57970447
RPS6KB2	11	67195931	67202872	67195931
RPS6KC1	1	213224589	213448116	213224589
RPS6KL1	14	75370657	75390099	75390099
RPS7	2	3622795	3628509	3622795
RPS8	1	45240923	45244451	45240923
RPS9	19	54704610	54752862	54704610
RPSA	3	39448180	39454033	39448180
RPSAP58	19	23945807	24010937	23945807
RPTN	1	152126071	152131704	152131704
RPTOR	17	78518619	78940171	78518619
RPUSD1	16	834974	838397	838397
RPUSD2	15	40861499	40866659	40861499
RPUSD3	3	9879533	9886286	9886286
RPUSD4	11	126071993	126081587	126081587
RQCD1	2	219433303	219461803	219433303
RRAD	16	66955582	66959547	66959547
RRAGA	9	19049372	19051019	19049372
RRAGB	X	55744172	55785207	55744172
RRAGC	1	39303870	39325495	39325495
RRAGD	6	90074355	90121989	90121989
RRAS	19	50138549	50143458	50143458
RRAS2	11	14299472	14386052	14386052
RRBP1	20	17594323	17662940	17662940
RREB1	6	7107830	7252213	7107830
RRH	4	110749150	110765760	110749150
RRM1	11	4115937	4160106	4115937
RRM2	2	10262455	10271545	10262455
RRM2B	8	103216730	103251346	103251346
RRN3	16	15153879	15188174	15188174
RRNAD1	1	156698234	156706752	156698234
RRP1	21	45209394	45225174	45209394
RRP12	10	99116115	99161127	99161127
RRP15	1	218458629	218511325	218458629
RRP1B	21	45079429	45115958	45079429
RRP36	6	42989383	43001894	42989383
RRP7A	22	42905974	42915808	42915808
RRP8	11	6616305	6624850	6624850
RRP9	3	51967446	51975957	51975957
RRS1	8	67341263	67342966	67341263
RS1	X	18658030	18690229	18690229
RSAD1	17	48556161	48563336	48556161
RSAD2	2	7005937	7038370	7005937
RSBN1	1	114304454	114355098	114355098
RSBN1L	7	77325760	77412339	77325760
RSC1A1	1	15986364	15988217	15986364
RSF1	11	77371041	77532063	77532063
RSG1	1	16558195	16563657	16563657
RSL1D1	16	11929056	11945442	11945442
RSL24D1	15	55473004	55489265	55489265
RSPH1	21	43892596	43916464	43916464
RSPH10B	7	5965181	6010314	6010314
RSPH10B2	7	6793740	6838996	6793740
RSPH3	6	159393903	159421219	159421219
RSPH4A	6	116937642	116954148	116937642
RSPH6A	19	46298968	46318577	46318577
RSPH9	6	43612783	43640336	43612783
RSPO1	1	38076951	38100595	38100595
RSPO2	8	108911544	109095913	109095913
RSPO3	6	127439749	127518910	127439749
RSPO4	20	939095	982907	982907
RSPRY1	16	57220049	57274387	57220049
RSRC1	3	157823644	158263519	157823644
RSRC2	12	122989190	123011547	123011547
RSU1	10	16632610	16859527	16859527
RTBDN	19	12936292	12946242	12946242
RTCA	1	100731763	100758325	100731763
RTCB	22	32783569	32808242	32808242
RTDR1	22	23401593	23487208	23487208
RTEL1	20	62289163	62328416	62289163
RTEL1-TNFRSF6B	20	62290653	62330037	62290653
RTF1	15	41700606	41775761	41700606
RTFDC1	20	55043647	55093943	55043647
RTKN	2	74652963	74669549	74669549
RTKN2	10	63942794	64028466	64028466
RTL1	14	101346992	101351184	101351184
RTN1	14	60062694	60337684	60337684
RTN2	19	45988547	46000319	46000319
RTN3	11	63448918	63527363	63448918
RTN4	2	55199325	55339757	55339757
RTN4IP1	6	107018903	107077373	107077373
RTN4R	22	20228938	20270769	20270769
RTN4RL1	17	1837971	1928639	1928639
RTN4RL2	11	57228022	57245007	57228022
RTP1	3	186915274	186919253	186915274
RTP2	3	187416047	187420345	187420345
RTP3	3	46538981	46542439	46538981
RTP4	3	187086120	187089864	187086120
RTTN	18	67671029	67873181	67873181
RUFY1	5	178977559	179037027	178977559
RUFY2	10	70100864	70167051	70167051
RUFY3	4	71569921	71673032	71569921
RUFY4	2	218899683	218955304	218899683
RUNDC1	17	41132582	41145707	41132582
RUNDC3A	17	42385781	42396039	42385927
RUNDC3B	7	87256864	87461611	87256864
RUNX1	21	36160098	37376965	37376965
RUNX1T1	8	92967203	93115514	93115514
RUNX2	6	45295894	45632086	45295894
RUNX3	1	25226002	25291612	25291612
RUSC1	1	155290687	155300905	155290687
RUSC2	9	35490124	35561895	35490124
RUVBL1	3	127783621	127872757	127872757
RUVBL2	19	49496705	49519252	49496705
RWDD1	6	116892530	116918838	116892530
RWDD2A	6	83903098	83908651	83903098
RWDD2B	21	30376705	30391699	30391699
RWDD3	1	95699711	95712781	95699711
RWDD4	4	184560788	184580378	184580378
RXFP1	4	159236463	159574524	159236463
RXFP2	13	32313674	32377009	32313674
RXFP3	5	33936491	33939023	33936491
RXFP4	1	155911480	155912625	155911480
RXRA	9	137208944	137332431	137208944
RXRB	6	33161365	33168630	33168630
RXRG	1	165370159	165414433	165414433
RYBP	3	72420976	72496069	72496069
RYK	3	133784147	133969689	133969689
RYR1	19	38924339	39078204	38924339
RYR2	1	237205505	237997288	237205505
RYR3	15	33603163	34158303	33603163
S100A1	1	153600402	153604513	153600402
S100A10	1	151955391	151966866	151966866
S100A11	1	152004982	152020383	152020383
S100A12	1	153346184	153348125	153348125
S100A13	1	153591263	153606568	153606568
S100A14	1	153586731	153589462	153589462
S100A16	1	153579362	153585621	153585621
S100A2	1	153533584	153540366	153540366
S100A3	1	153519805	153521848	153521848
S100A4	1	153516089	153522612	153522612
S100A5	1	153509623	153514241	153514241
S100A6	1	153507075	153508720	153508720
S100A7	1	153430220	153433177	153433177
S100A7A	1	153389000	153395701	153389000
S100A7L2	1	153409534	153412425	153412425
S100A8	1	153362508	153363664	153363664
S100A9	1	153330330	153333503	153330330
S100B	21	48018875	48025121	48025121
S100G	X	16668281	16672793	16668281
S100P	4	6694796	6698897	6694796
S100PBP	1	33282368	33324476	33282368
S100Z	5	76145826	76217475	76145826
S1PR1	1	101702444	101707074	101702444
S1PR2	19	10334520	10341948	10341948
S1PR3	9	91606362	91619925	91606362
S1PR4	19	3172344	3180329	3172344
S1PR5	19	10623623	10628607	10628607
SAA1	11	18287721	18291524	18287721
SAA2	11	18260770	18270190	18270190
SAA4	11	18252896	18258440	18258440
SAAL1	11	18091482	18127638	18127638
SAC3D1	11	64808373	64812300	64808373
SACM1L	3	45730548	45786916	45730548
SACS	13	23902965	24007841	24007841
SAE1	19	47616531	47713886	47616531
SAFB	19	5623046	5668489	5623046
SAFB2	19	5587010	5624057	5624057
SAG	2	234216462	234255701	234216462
SAGE1	X	134971374	134995220	134971374
SALL1	16	51169886	51185278	51185278
SALL2	14	21989232	22005350	22005350
SALL3	18	76740275	76762677	76740275
SALL4	20	50400581	50419059	50419059
SAMD1	19	14198652	14201848	14201848
SAMD10	20	62605466	62611361	62611361
SAMD11	1	860260	879955	860260
SAMD12	8	119201698	119634234	119634234
SAMD13	1	84764049	84855640	84764049
SAMD14	17	48187404	48207246	48207246
SAMD15	14	77843032	77857840	77843032
SAMD3	6	130465460	130686570	130686570
SAMD4A	14	55033815	55260033	55033815
SAMD4B	19	39833036	39876350	39833036
SAMD5	6	147830063	148058683	147830063
SAMD7	3	169629360	169656963	169629360
SAMD8	10	76859344	76941881	76859344
SAMD9	7	92728829	92747336	92747336
SAMD9L	7	92759368	92777682	92777682
SAMHD1	20	35518632	35580246	35580246
SAMM50	22	44351301	44406411	44351301
SAMSN1	21	15857549	15955723	15955723
SAP130	2	128698791	128785694	128785694
SAP18	13	21714653	21723221	21714653
SAP25	7	100169855	100171270	100171270
SAP30	4	174291120	174298683	174291120
SAP30BP	17	73663196	73704142	73663196
SAP30L	5	153825517	153840614	153825517
SAPCD1	6	31730576	31732628	31730576
SAPCD2	9	139956581	139965040	139965040
SAR1A	10	71907045	71930279	71930279
SAR1B	5	133936834	133984961	133984961
SARDH	9	136528682	136605077	136605077
SARM1	17	26691378	26728065	26691378
SARNP	12	56146247	56211540	56211540
SARS	1	109756540	109780791	109756540
SARS2	19	39405906	39440495	39440495
SART1	11	65729160	65747299	65729160
SART3	12	108916357	108955176	108955176
SASH1	6	148593440	148873186	148593440
SASH3	X	128913955	128929177	128913955
SASS6	1	100549119	100598511	100598511
SAT1	X	23801290	23804343	23801290
SAT2	17	7529552	7531194	7531194
SATB1	3	18386879	18487080	18487080
SATB2	2	200134223	200335989	200335989
SATL1	X	84347293	84364054	84364054
SAV1	14	51098776	51135049	51135049
SAYSD1	6	39071840	39082965	39082965
SBDS	7	66452664	66460588	66460588
SBF1	22	50883429	50913454	50913454
SBF2	11	9800214	10315754	10315754
SBK1	16	28303840	28335170	28303840
SBK2	19	56041100	56048456	56048456
SBK3	19	56052023	56056909	56056909
SBNO1	12	123773656	123849390	123849390
SBNO2	19	1107636	1174282	1174282
SBSN	19	36014269	36019253	36019253
SBSPON	8	73976775	74036323	74036323
SC5D	11	121163162	121179403	121163162
SCAF1	19	50145382	50161899	50145382
SCAF11	12	46312914	46385903	46385903
SCAF4	21	33043346	33104388	33104388
SCAF8	6	155054459	155155192	155054459
SCAI	9	127704887	127905785	127905775
SCAMP1	5	77656339	77776562	77656339
SCAMP2	15	75136071	75165706	75165706
SCAMP3	1	155225770	155232221	155232221
SCAMP4	19	1905213	1926016	1905213
SCAMP5	15	75249560	75313837	75249560
SCAND1	20	34541539	34547394	34547394
SCAND3	6	28539407	28583989	28583989
SCAP	3	47455203	47518616	47518616
SCAPER	15	76640526	77197785	77197785
SCARA3	8	27491385	27534293	27491385
SCARA5	8	27727399	27850244	27850244
SCARB1	12	125261402	125367214	125367214
SCARB2	4	77079890	77135046	77135046
SCARF1	17	1537152	1549041	1549041
SCARF2	22	20778874	20792146	20792146
SCCPDH	1	246887349	246931439	246887349
SCD	10	102106881	102124591	102106881
SCD5	4	83550692	83720010	83720010
SCEL	13	78109809	78219398	78109809
SCFD1	14	31091318	31205018	31091318
SCFD2	4	53739149	54232242	54232242
SCG2	2	224461658	224467221	224467221
SCG3	15	51973550	52013223	51973550
SCG5	15	32933877	32989299	32933877
SCGB1A1	11	62172575	62190667	62172575
SCGB1C1	11	193080	194573	193080
SCGB1D1	11	61957688	61961011	61957688
SCGB1D2	11	62009682	62012280	62009682
SCGB1D4	11	62063754	62066536	62066536
SCGB2A1	11	61976140	61981408	61976140
SCGB2A2	11	62037627	62040628	62037627
SCGB2B2	19	35084234	35166604	35166604
SCGB3A1	5	180017103	180018540	180018540
SCGB3A2	5	147250245	147261754	147250245
SCGN	6	25652464	25702011	25652464
SCHIP1	3	159557650	159615149	159557650
SCIMP	17	5112256	5138155	5138155
SCIN	7	12610203	12693228	12610203
SCLT1	4	129786076	130014764	130014764
SCLY	2	238969530	239008054	238969530
SCMH1	1	41492872	41707826	41707826
SCML1	X	17755588	17773105	17755588
SCML2	X	18257434	18372847	18372847
SCML4	6	108025308	108145521	108145521
SCN10A	3	38738293	38835501	38835501
SCN11A	3	38887260	38992052	38992052
SCN1A	2	166845670	166984523	166930149
SCN1B	19	35521588	35531352	35521588
SCN2A	2	166095912	166248818	166095912
SCN2B	11	118032666	118047388	118047388
SCN3A	2	165944032	166060577	166060577
SCN3B	11	123499895	123525952	123525952
SCN4A	17	62015914	62050278	62050278
SCN4B	11	118004092	118023603	118023603
SCN5A	3	38589548	38691164	38691164
SCN7A	2	167260083	167350757	167350757
SCN8A	12	51984050	52206648	51984050
SCN9A	2	167051695	167232503	167232503
SCNM1	1	151129140	151142773	151129140
SCNN1A	12	6456009	6486896	6486896
SCNN1B	16	23289552	23392620	23289552
SCNN1D	1	1215816	1227409	1215816
SCNN1G	16	23194036	23228204	23194036
SCO1	17	10583654	10601692	10601692
SCO2	22	50961997	50964868	50964868
SCOC	4	141178440	141306880	141178440
SCP2	1	53392901	53517375	53392901
SCP2D1	20	18794370	18795033	18794370
SCPEP1	17	55055466	55084129	55055466
SCRG1	4	174305852	174327531	174327531
SCRIB	8	144873090	144897549	144897549
SCRN1	7	29959719	30029905	30029905
SCRN2	17	45915058	45918699	45918699
SCRN3	2	175260458	175294303	175260458
SCRT1	8	145554228	145559943	145559943
SCRT2	20	642240	656823	656823
SCT	11	626431	627143	627143
SCTR	2	120197419	120282070	120282070
SCUBE1	22	43593289	43739394	43739394
SCUBE2	11	9041071	9159661	9159661
SCUBE3	6	35182190	35220856	35182190
SCXA	8	145490549	145492470	145490549
SCXB	8	145321517	145323045	145321517
SCYL1	11	65292548	65306175	65292548
SCYL2	12	100660918	100735502	100660918
SCYL3	1	169818772	169863408	169863408
SDAD1	4	76862103	76912115	76912115
SDC1	2	20400558	20425194	20425194
SDC2	8	97505579	97624000	97505579
SDC3	1	31342314	31381608	31381608
SDC4	20	43953928	43977064	43977064
SDCBP	8	59465483	59495419	59465483
SDCBP2	20	1290619	1309883	1309883
SDCCAG3	9	139296377	139305061	139305061
SDCCAG8	1	243419320	243663394	243419320
SDE2	1	226170403	226187032	226187032
SDF2	17	26975374	26989207	26989207
SDF2L1	22	21996550	21998587	21996550
SDF4	1	1152288	1167411	1167411
SDHA	5	218356	256815	218356
SDHAF1	19	36486090	36487220	36486090
SDHAF2	11	61197514	61215001	61197514
SDHB	1	17345217	17380665	17380665
SDHC	1	161284047	161332984	161284047
SDHD	11	111957497	111990353	111957497
SDIM1	6	166307330	166309725	166309725
SDK1	7	3341080	4308632	3341080
SDK2	17	71330523	71640228	71640228
SDPR	2	192699028	192711981	192711981
SDR16C5	8	57212569	57233335	57233335
SDR39U1	14	24908972	24912111	24912110
SDR42E1	16	82031221	82045093	82045093
SDR42E2	16	22177618	22203075	22177618
SDR9C7	12	57316938	57328189	57328189
SDS	12	113830250	113864106	113864106
SDSL	12	113860042	113876081	113860042
SEBOX	17	26691290	26700110	26700110
SEC11A	15	85212775	85259947	85259947
SEC11C	18	56806709	56826068	56806709
SEC13	3	10334815	10362862	10362862
SEC14L1	17	75082798	75213179	75082798
SEC14L2	22	30792846	30821305	30792846
SEC14L3	22	30843946	30868036	30868036
SEC14L4	22	30884900	30901698	30901698
SEC14L5	16	5008318	5069159	5008318
SEC14L6	22	30918786	30942669	30942669
SEC16A	9	139334549	139372141	139372141
SEC16B	1	177893091	177953438	177953438
SEC22A	3	122920774	122992977	122920774
SEC22C	3	42589461	42642572	42642572
SEC23A	14	39501123	39578850	39578850
SEC23B	20	18488137	18542059	18488137
SEC23IP	10	121652223	121702014	121652223
SEC24A	5	133984479	134063513	133984479
SEC24B	4	110354928	110462052	110354928
SEC24C	10	75504120	75531919	75504120
SEC24D	4	119643978	119759838	119759838
SEC31A	4	83739814	83822319	83822319
SEC31B	10	102246399	102289628	102289628
